ID	_DOCULECT	_CONCEPTx	IPA	TOKENS	POS	COGID	ID_IN_SOURCE	CHINESE_GLOSS	SOURCE	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE
6698	Luobenzhuo	dance	ta₄₄kɔ₃₃	t a ₄₄ k ɔ ₃₃	?	13888	238	舞蹈	Allen2007	ta44kɔ33	dance
6699	Jianchuan	story	ku₃₁xua₄₄	k u ₃₁ x ua ₄₄	?	13898	239	故事	Allen2007	ku31xua44	story
6700	Eryuan	story	ku₃₁pɯ₃₁	k u ₃₁ p ɯ ₃₁	?	13899	239	故事	Allen2007	ku31pɯ31	story
6701	Heqi	story	ku₃₁	k u ₃₁	?	13900	239	故事	Allen2007	ku31	story
6702	Lanping	story	ka₄₂t͡sɿ₃₃ɕi₅₅wɔ̃₄₂	k a ₄₂ t͡s ɿ ₃₃ ɕ i ₅₅ w ɔ̃ ₄₂	?	13901	239	故事	Allen2007	ka42tsɿ33ɕi55wɔ̃42	story
6703	Qiliqiao	story	ku₃₁pɯ₃₁	k u ₃₁ p ɯ ₃₁	?	13902	239	故事	Allen2007	ku31pɯ31	story
6704	Yunlong	story	gu₃₁d͡zɿ₃₁	g u ₃₁ d͡z ɿ ₃₁	?	13903	239	故事	Allen2007	gu31dzɿ31	story
6705	Xiangyun	story	ku₂₁	k u ₂₁	?	13904	239	故事	Allen2007	ku21	story
6706	Luobenzhuo	story	ca₃₁kɯ₃₃tõ₃₁	c a ₃₁ k ɯ ₃₃ t õ ₃₁	?	13905	239	故事	Allen2007	ca31kɯ33tõ31	story
6707	Jianchuan	thing	ɤ̃₃₃ta₄₂	ɤ̃ ₃₃ t a ₄₂	?	13915	243	东西	Allen2007	ɤ̃33ta42	thing
6708	Eryuan	thing	vɤ₃₃kʲi₃₁	v ɤ ₃₃ kʲ i ₃₁	?	13916	243	东西	Allen2007	vɤ33kʲi31	thing
6709	Heqi	thing	t͡sʰɿ₃₃te₄₂	t͡sʰ ɿ ₃₃ t e ₄₂	?	13917	243	东西	Allen2007	tsʰɿ33te42	thing
6710	Lanping	thing	vɛ₄₄ta₄₂	v ɛ ₄₄ t a ₄₂	?	13918	243	东西	Allen2007	vɛ44ta42	thing
6711	Qiliqiao	thing	xuɔ₃₃ŋɤ₃₃	x uɔ ₃₃ ŋ ɤ ₃₃	?	13919	243	东西	Allen2007	xuɔ33ŋɤ33	thing
6712	Yunlong	thing	vɤ₃₃t͡ɕi₃₁	v ɤ ₃₃ t͡ɕ i ₃₁	?	13920	243	东西	Allen2007	vɤ33tɕi31	thing
6713	Xiangyun	thing	ŋɛ₃₃ji₃₁	ŋ ɛ ₃₃ j i ₃₁	?	13921	243	东西	Allen2007	ŋɛ33ji31	thing
6714	Luobenzhuo	thing	qao₅₅t͡ɕa₄₂	q ao ₅₅ t͡ɕ a ₄₂	?	13922	243	东西	Allen2007	qao55tɕa42	thing
6715	Jianchuan	matter	sɛ₃₁ɤɤ₃₃	s ɛ ₃₁ ɤɤ ₃₃	?	13932	244	事情	Allen2007	sɛ31vɤ33	matter
6716	Eryuan	matter	sɿ₃₁ɤɤ₃₃	s ɿ ₃₁ ɤɤ ₃₃	?	13933	244	事情	Allen2007	sɿ31vɤ33	matter
6717	Heqi	matter	sɿ₃₁ɤɤ₃₃	s ɿ ₃₁ ɤɤ ₃₃	?	13934	244	事情	Allen2007	sɿ31vɤ33	matter
6718	Lanping	matter	sɛ₄₄ɤ₃₃	s ɛ ₄₄ ɤ ₃₃	?	13935	244	事情	Allen2007	sɛ44ɤ33	matter
6719	Qiliqiao	matter	sɿ₃₁ɤɤ₃₃	s ɿ ₃₁ ɤɤ ₃₃	?	13936	244	事情	Allen2007	sɿ31vɤ33	matter
6720	Yunlong	matter	sɿ₃₁ɤɤ₃₃	s ɿ ₃₁ ɤɤ ₃₃	?	13937	244	事情	Allen2007	sɿ31vɤ33	matter
6721	Xiangyun	matter	sɿ₃₁	s ɿ ₃₁	?	13938	244	事情	Allen2007	sɿ31	matter
6722	Luobenzhuo	matter	ʂʅ₄₂ɤʊ₃₃	ʂ ʅ ₄₂ ɤʊ ₃₃	?	13939	244	事情	Allen2007	ʂʅ42vʊ33	matter
6723	Jianchuan	deity,spirit	sɛ̃₃₁	s ɛ̃ ₃₁	?	13949	245	神	Allen2007	sɛ̃31	deity,spirit
6724	Eryuan	deity,spirit	zɿ₂₁	z ɿ ₂₁	?	13950	245	神	Allen2007	zɿ21	deity,spirit
6725	Heqi	deity,spirit	zɛ̃₂₁	z ɛ̃ ₂₁	?	13951	245	神	Allen2007	zɛ̃21	deity,spirit
6726	Lanping	deity,spirit	ʐɛ̃₃₁	ʐ ɛ̃ ₃₁	?	13952	245	神	Allen2007	ʐɛ̃31	deity,spirit
6727	Qiliqiao	deity,spirit	sɿ₂₁	s ɿ ₂₁	?	13953	245	神	Allen2007	sɿ21	deity,spirit
6728	Yunlong	deity,spirit	se₃₅	s e ₃₅	?	13954	245	神	Allen2007	se35	deity,spirit
6729	Xiangyun	deity,spirit	sɯ̃₄₂	s ɯ̃ ₄₂	?	13955	245	神	Allen2007	sɯ̃42	deity,spirit
6730	Luobenzhuo	deity,spirit	ʂæ̃₅₅ɲɛ₃₁	ʂ æ̃ ₅₅ ɲ ɛ ₃₁	?	13956	245	神	Allen2007	ʂæ̃55ɲɛ31	deity,spirit
6731	Jianchuan	Buddha	ve₄₂	v e ₄₂	?	13966	247	佛	Allen2007	ve42	Buddha
6732	Eryuan	Buddha	we₄₂	w e ₄₂	?	13967	247	佛	Allen2007	we42	Buddha
6733	Heqi	Buddha	we₄₂	w e ₄₂	?	13968	247	佛	Allen2007	we42	Buddha
6734	Lanping	Buddha	ve₄₂	v e ₄₂	?	13969	247	佛	Allen2007	ve42	Buddha
6735	Qiliqiao	Buddha	we₄₂	w e ₄₂	?	13970	247	佛	Allen2007	we42	Buddha
6736	Yunlong	Buddha	wɛ₄₂t͡sʰɛ₅₅	w ɛ ₄₂ t͡sʰ ɛ ₅₅	?	13971	247	佛	Allen2007	wɛ42tsʰɛ55	Buddha
6737	Xiangyun	Buddha	wẽ₄₂	w ẽ ₄₂	?	13972	247	佛	Allen2007	wẽ42	Buddha
6738	Luobenzhuo	Buddha	we₄₂	w e ₄₂	?	13973	247	佛	Allen2007	we42	Buddha
6739	Jianchuan	strength	t͡ɕʰi₄₄ɣɯ₄₂	t͡ɕʰ i ₄₄ ɣ ɯ ₄₂	?	13983	249	力气	Allen2007	tɕʰi44ɣɯ42	strength
6740	Eryuan	strength	kʲʰi₄₄ɣɯ₄₂	kʲʰ i ₄₄ ɣ ɯ ₄₂	?	13984	249	力气	Allen2007	kʲʰi44ɣɯ42	strength
6741	Heqi	strength	t͡ɕʰi₄₄ɣɯ₄₂	t͡ɕʰ i ₄₄ ɣ ɯ ₄₂	?	13985	249	力气	Allen2007	tɕʰi44ɣɯ42	strength
6742	Lanping	strength	t͡ɕʰi₅₅ɣɯ₄₂	t͡ɕʰ i ₅₅ ɣ ɯ ₄₂	?	13986	249	力气	Allen2007	tɕʰi55ɣɯ42	strength
6743	Qiliqiao	strength	t͡ɕʰi₄₄xo₄₄	t͡ɕʰ i ₄₄ x o ₄₄	?	13987	249	力气	Allen2007	tɕʰi44xo44	strength
6744	Yunlong	strength	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	?	13988	249	力气	Allen2007	tɕʰi44	strength
6745	Xiangyun	strength	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	?	13989	249	力气	Allen2007	tɕʰi44	strength
6746	Luobenzhuo	strength	ɣɯ₄₄	ɣ ɯ ₄₄	?	13990	249	力气	Allen2007	ɣɯ44	strength
6747	Jianchuan	money	t͡se₂₁	t͡s e ₂₁	?	14000	250	钱	Allen2007	tse21	money
6748	Eryuan	money	t͡se₂₁	t͡s e ₂₁	?	14001	250	钱	Allen2007	tse21	money
6749	Heqi	money	t͡ɕʰẽ₃₅	t͡ɕʰ ẽ ₃₅	?	14002	250	钱	Allen2007	tɕʰẽ35	money
6750	Lanping	money	t͡se₄₂	t͡s e ₄₂	?	14003	250	钱	Allen2007	tse42	money
6751	Qiliqiao	money	t͡ɕʰe₅₅	t͡ɕʰ e ₅₅	?	14004	250	钱	Allen2007	tɕʰe55	money
6752	Yunlong	money	t͡se₂₁	t͡s e ₂₁	?	14005	250	钱	Allen2007	tse21	money
6753	Xiangyun	money	t͡ɕʰĩ₅₅	t͡ɕʰ ĩ ₅₅	?	14006	250	钱	Allen2007	tɕʰĩ55	money
6754	Luobenzhuo	money	ɲi₃₁	ɲ i ₃₁	?	14007	250	钱	Allen2007	ɲi31	money
6755	Jianchuan	salary,pay	ɣɯ₄₂kɛ₄₂	ɣ ɯ ₄₂ k ɛ ₄₂	?	14017	253	工钱	Allen2007	ɣɯ42kɛ42	salary,pay
6756	Eryuan	salary,pay	ɣɯ₄₂kʲɛ₄₂	ɣ ɯ ₄₂ kʲ ɛ ₄₂	?	14018	253	工钱	Allen2007	ɣɯ42kʲɛ42	salary,pay
6757	Heqi	salary,pay	ɣɯ₄₂kɛ₄₂	ɣ ɯ ₄₂ k ɛ ₄₂	?	14019	253	工钱	Allen2007	ɣɯ42kɛ42	salary,pay
6758	Lanping	salary,pay	ɣɯ₄₄kɛ₃₁	ɣ ɯ ₄₄ k ɛ ₃₁	?	14020	253	工钱	Allen2007	ɣɯ44kɛ31	salary,pay
6759	Qiliqiao	salary,pay	ɯ₄₂kiɛ₃₂	ɯ ₄₂ k iɛ ₃₂	?	14021	253	工钱	Allen2007	ɯ42kiɛ32	salary,pay
6760	Yunlong	salary,pay	ʔɯ₄₂kɛ₄₂	ʔ ɯ ₄₂ k ɛ ₄₂	?	14022	253	工钱	Allen2007	ʔɯ42kɛ42	salary,pay
6761	Xiangyun	salary,pay	ɣɯ₄₂kʲɛ₄₂	ɣ ɯ ₄₂ kʲ ɛ ₄₂	?	14023	253	工钱	Allen2007	ɣɯ42kʲɛ42	salary,pay
6762	Luobenzhuo	salary,pay	ɣɯ₄₄qa₄₂	ɣ ɯ ₄₄ q a ₄₂	?	14024	253	工钱	Allen2007	ɣɯ44qa42	salary,pay
6763	Jianchuan	look	xã₅₅	x ã ₅₅	?	14034	255	看	Allen2007	xã55/ã33	look
6764	Eryuan	look	a₃₃	a ₃₃	?	14035	255	看	Allen2007	a33	look
6765	Heqi	look	xʰã₅₅	xʰ ã ₅₅	?	14036	255	看	Allen2007	xʰã55	look
6766	Lanping	look	ã₄₄	ã ₄₄	?	14037	255	看	Allen2007	ã44	look
6767	Qiliqiao	look	a₃₃	a ₃₃	?	14038	255	看	Allen2007	a33	look
6768	Yunlong	look	a₃₃	a ₃₃	?	14039	255	看	Allen2007	a33	look
6769	Xiangyun	look	ã₃₃	ã ₃₃	?	14040	255	看	Allen2007	ã33	look
6770	Luobenzhuo	look	ʔe₃₃	ʔ e ₃₃	?	14041	255	看	Allen2007	ʔe33	look
6771	Jianchuan	see	kẽ₄₂	k ẽ ₄₂	verb	14051	256	见	Allen2007	kẽ42	see
6772	Eryuan	see	kʲe₄₂	kʲ e ₄₂	verb	14052	256	见	Allen2007	kʲe42	see
6773	Heqi	see	kẽ₄₂	k ẽ ₄₂	verb	14053	256	见	Allen2007	kẽ42	see
6774	Lanping	see	kɛ̃₄₂	k ɛ̃ ₄₂	verb	14054	256	见	Allen2007	kɛ̃42	see
6775	Qiliqiao	see	ke₄₂	k e ₄₂	verb	14055	256	见	Allen2007	ke42	see
6776	Yunlong	see	tɯ₃₃	t ɯ ₃₃	verb	14056	256	见	Allen2007	tɯ33	see
6777	Xiangyun	see	kʲẽ₄₂	kʲ ẽ ₄₂	verb	14057	256	见	Allen2007	kʲẽ42	see
6778	Luobenzhuo	see	tɯ₅₅	t ɯ ₅₅	verb	14058	256	见	Allen2007	tɯ55	see
6779	Jianchuan	bite	ŋa₄₄	ŋ a ₄₄	verb	14068	262	咬	Allen2007	ŋa44	bite
6780	Eryuan	bite	ŋa₄₄	ŋ a ₄₄	verb	14069	262	咬	Allen2007	ŋa44	bite
6781	Heqi	bite	ŋa₄₄	ŋ a ₄₄	verb	14070	262	咬	Allen2007	ŋa44	bite
6782	Lanping	bite	ŋa₄₄	ŋ a ₄₄	verb	14071	262	咬	Allen2007	ŋa44	bite
6783	Qiliqiao	bite	ŋa₄₄	ŋ a ₄₄	verb	14072	262	咬	Allen2007	ŋa44	bite
6784	Yunlong	bite	ŋa₄₄	ŋ a ₄₄	verb	14073	262	咬	Allen2007	ŋa44	bite
6785	Xiangyun	bite	ŋa₄₄	ŋ a ₄₄	verb	14074	262	咬	Allen2007	ŋa44	bite
6786	Luobenzhuo	bite	ɴã₅₅	ɴ ã ₅₅	verb	14075	262	咬	Allen2007	ɴã55	bite
6787	Jianchuan	chew	t͡sou₄₂	t͡s ou ₄₂	?	14085	263	嚼	Allen2007	tsou42	chew
6788	Eryuan	chew	t͡sɔ₄₂	t͡s ɔ ₄₂	?	14086	263	嚼	Allen2007	tsɔ42	chew
6789	Heqi	chew	t͡sɔu₄₂	t͡s ɔu ₄₂	?	14087	263	嚼	Allen2007	tsɔu42	chew
6790	Lanping	chew	t͡sa₄₂	t͡s a ₄₂	?	14088	263	嚼	Allen2007	tsa42	chew
6791	Qiliqiao	chew	t͡so₄₂	t͡s o ₄₂	?	14089	263	嚼	Allen2007	tso42	chew
6792	Yunlong	chew	t͡so₄₂	t͡s o ₄₂	?	14090	263	嚼	Allen2007	tso42	chew
6793	Xiangyun	chew	za₃₁	z a ₃₁	?	14091	263	嚼	Allen2007	za31	chew
6794	Luobenzhuo	chew	ɴã₅₅ʐa₄₂	ɴ ã ₅₅ ʐ a ₄₂	?	14092	263	嚼	Allen2007	ɴã55ʐa42	chew
6795	Jianchuan	shout	ɯ₅₅	ɯ ₅₅	?	14102	268	喊	Allen2007	ɯ55	shout
6796	Eryuan	shout	ŋɯ₃₅	ŋ ɯ ₃₅	?	14103	268	喊	Allen2007	ŋɯ35	shout
6797	Heqi	shout	ɯ₃₅	ɯ ₃₅	?	14104	268	喊	Allen2007	ɯ35	shout
6798	Lanping	shout	ɯ₅₅	ɯ ₅₅	?	14105	268	喊	Allen2007	ɯ55	shout
6799	Qiliqiao	shout	kɤ₃₅	k ɤ ₃₅	?	14106	268	喊	Allen2007	kɤ35	shout
6800	Yunlong	shout	ʔɯ₃₅	ʔ ɯ ₃₅	?	14107	268	喊	Allen2007	ʔɯ35	shout
6801	Xiangyun	shout	kɯ₃₅	k ɯ ₃₅	?	14108	268	喊	Allen2007	kɯ35	shout
6802	Luobenzhuo	shout	ɤ₄₄	ɤ ₄₄	?	14109	268	喊	Allen2007	ɤ44	shout
6803	Jianchuan	hold;take	ne₄₄	n e ₄₄	verb	14119	269	拿	Allen2007	ne44	hold
6804	Eryuan	hold;take	na₃₅	n a ₃₅	verb	14120	269	拿	Allen2007	na35	hold
6805	Heqi	hold;take	kʰe₄₄	kʰ e ₄₄	verb	14121	269	拿	Allen2007	kʰe44	hold
6806	Lanping	hold;take	tã₅₅	t ã ₅₅	verb	14122	269	拿	Allen2007	tã55/nẽ55	hold
6807	Qiliqiao	hold;take	ne₄₄	n e ₄₄	verb	14123	269	拿	Allen2007	ne44	hold
6808	Yunlong	hold;take	la₅₅	l a ₅₅	verb	14124	269	拿	Allen2007	la55	hold
6809	Xiangyun	hold;take	kã₃₃	k ã ₃₃	verb	14125	269	拿	Allen2007	kã33	hold
6810	Luobenzhuo	hold;take	qʰæ₅₅	qʰ æ ₅₅	verb	14126	269	拿	Allen2007	qʰæ55	hold
6811	Jianchuan	hit(table)	po₄₄	p o ₄₄	?	14136	270	拍（桌子）	Allen2007	po44	hit(table)
6812	Eryuan	hit(table)	po₄₄	p o ₄₄	?	14137	270	拍（桌子）	Allen2007	po44	hit(table)
6813	Heqi	hit(table)	pɔu₄₄	p ɔu ₄₄	?	14138	270	拍（桌子）	Allen2007	pɔu44	hit(table)
6814	Lanping	hit(table)	pao₄₄	p ao ₄₄	?	14139	270	拍（桌子）	Allen2007	pao44	hit(table)
6815	Qiliqiao	hit(table)	po₄₄	p o ₄₄	?	14140	270	拍（桌子）	Allen2007	po44	hit(table)
6816	Yunlong	hit(table)	po₄₄	p o ₄₄	?	14141	270	拍（桌子）	Allen2007	po44	hit(table)
6817	Xiangyun	hit(table)	pɔu₄₄	p ɔu ₄₄	?	14142	270	拍（桌子）	Allen2007	pɔu44	hit(table)
6818	Luobenzhuo	hit(table)	po₃₃	p o ₃₃	?	14143	270	拍（桌子）	Allen2007	po33	hit(table)
6819	Jianchuan	twist(rope)	t͡sʰou₄₄	t͡sʰ ou ₄₄	?	14153	272	搓（绳子）	Allen2007	tsʰou44	twist(rope)
6820	Eryuan	twist(rope)	t͡sʰɔ₄₄	t͡sʰ ɔ ₄₄	?	14154	272	搓（绳子）	Allen2007	tsʰɔ44	twist(rope)
6821	Heqi	twist(rope)	sou₄₄	s ou ₄₄	?	14155	272	搓（绳子）	Allen2007	sou44	twist(rope)
6822	Lanping	twist(rope)	t͡sʰuɔ₄₄	t͡sʰ uɔ ₄₄	?	14156	272	搓（绳子）	Allen2007	tsʰuɔ44	twist(rope)
6823	Qiliqiao	twist(rope)	t͡sʰo₄₄	t͡sʰ o ₄₄	?	14157	272	搓（绳子）	Allen2007	tsʰo44	twist(rope)
6824	Yunlong	twist(rope)	t͡sʰu₃₁	t͡sʰ u ₃₁	?	14158	272	搓（绳子）	Allen2007	tsʰu31	twist(rope)
6825	Xiangyun	twist(rope)	t͡sʰɔ₃₃	t͡sʰ ɔ ₃₃	?	14159	272	搓（绳子）	Allen2007	tsʰɔ33	twist(rope)
6826	Luobenzhuo	twist(rope)	t͡sʰo₅₅	t͡sʰ o ₅₅	?	14160	272	搓（绳子）	Allen2007	tsʰo55	twist(rope)
6827	Jianchuan	push	mia₅₅	m ia ₅₅	verb	14170	276	推	Allen2007	mia55	push
6828	Eryuan	push	ma₃₅	m a ₃₅	verb	14171	276	推	Allen2007	ma35	push
6829	Heqi	push	ma₅₅	m a ₅₅	verb	14172	276	推	Allen2007	ma55	push
6830	Lanping	push	ma₄₄	m a ₄₄	verb	14173	276	推	Allen2007	ma44	push
6831	Qiliqiao	push	ma₃₅	m a ₃₅	verb	14174	276	推	Allen2007	ma35	push
6832	Yunlong	push	ma₃₅	m a ₃₅	verb	14175	276	推	Allen2007	ma35	push
6833	Xiangyun	push	t͡sʰu₅₅	t͡sʰ u ₅₅	verb	14176	276	推	Allen2007	tsʰu55/ma35	push
6834	Luobenzhuo	push	pʰa₅₅	pʰ a ₅₅	verb	14177	276	推	Allen2007	pʰa55	push
6835	Jianchuan	kick	t͡ɕʰɛ₄₄	t͡ɕʰ ɛ ₄₄	?	14187	277	踢	Allen2007	tɕʰɛ44	kick
6836	Eryuan	kick	kʲɛ₄₄	kʲ ɛ ₄₄	?	14188	277	踢	Allen2007	kʲɛ44	kick
6837	Heqi	kick	t͡ɕʰɛ₄₄	t͡ɕʰ ɛ ₄₄	?	14189	277	踢	Allen2007	tɕʰɛ44	kick
6838	Lanping	kick	t͡ɕʰɛ₄₄	t͡ɕʰ ɛ ₄₄	?	14190	277	踢	Allen2007	tɕʰɛ44	kick
6839	Qiliqiao	kick	tɯ₃₅	t ɯ ₃₅	?	14191	277	踢	Allen2007	tɯ35	kick
6840	Yunlong	kick	t͡sua₃₃	t͡s ua ₃₃	?	14192	277	踢	Allen2007	tsua33	kick
6841	Xiangyun	kick	tʰiɛ₄₄	tʰ iɛ ₄₄	?	14193	277	踢	Allen2007	tʰiɛ44	kick
6842	Luobenzhuo	kick	tʰao₄₄	tʰ ao ₄₄	?	14194	277	踢	Allen2007	tʰao44	kick
6843	Jianchuan	walk	pe₄₄	p e ₄₄	verb	14204	281	走	Allen2007	pe44	walk
6844	Eryuan	walk	pe₄₄	p e ₄₄	verb	14205	281	走	Allen2007	pe44	walk
6845	Heqi	walk	pe₄₄	p e ₄₄	verb	14206	281	走	Allen2007	pe44	walk
6846	Lanping	walk	pe₄₄	p e ₄₄	verb	14207	281	走	Allen2007	pe44	walk
6847	Qiliqiao	walk	pe₄₄	p e ₄₄	verb	14208	281	走	Allen2007	pe44	walk
6848	Yunlong	walk	pe₄₄	p e ₄₄	verb	14209	281	走	Allen2007	pe44	walk
6849	Xiangyun	walk	pe₄₄	p e ₄₄	verb	14210	281	走	Allen2007	pe44	walk
6850	Luobenzhuo	walk	ja₅₅	j a ₅₅	verb	14211	281	走	Allen2007	ja55	walk
6851	Jianchuan	climb	mɛ₄₄	m ɛ ₄₄	?	14221	286	爬	Allen2007	mɛ44	climb
6852	Eryuan	climb	mɛ₄₄	m ɛ ₄₄	?	14222	286	爬	Allen2007	mɛ44	climb
6853	Heqi	climb	mɛ₄₄	m ɛ ₄₄	?	14223	286	爬	Allen2007	mɛ44	climb
6854	Lanping	climb	mæ₄₄	m æ ₄₄	?	14224	286	爬	Allen2007	mæ44	climb
6855	Qiliqiao	climb	mɛ₄₄	m ɛ ₄₄	?	14225	286	爬	Allen2007	mɛ44	climb
6856	Yunlong	climb	mɛ₄₄	m ɛ ₄₄	?	14226	286	爬	Allen2007	mɛ44	climb
6857	Xiangyun	climb	mɛ₄₄	m ɛ ₄₄	?	14227	286	爬	Allen2007	mɛ44	climb
6858	Luobenzhuo	climb	ma₅₅	m a ₅₅	?	14228	286	爬	Allen2007	ma55	climb
6859	Jianchuan	rest	ɕã₅₅	ɕ ã ₅₅	?	14238	287	休息	Allen2007	ɕã55	rest
6860	Eryuan	rest	ɕɔ₃₅	ɕ ɔ ₃₅	?	14239	287	休息	Allen2007	ɕɔ35	rest
6861	Heqi	rest	ɕã₅₅	ɕ ã ₅₅	?	14240	287	休息	Allen2007	ɕã55	rest
6862	Lanping	rest	ɕã₅₅	ɕ ã ₅₅	?	14241	287	休息	Allen2007	ɕã55	rest
6863	Qiliqiao	rest	ɕa₃₅	ɕ a ₃₅	?	14242	287	休息	Allen2007	ɕa35	rest
6864	Yunlong	rest	ɕa₃₅	ɕ a ₃₅	?	14243	287	休息	Allen2007	ɕa35	rest
6865	Xiangyun	rest	ɕã₃₅	ɕ ã ₃₅	?	14244	287	休息	Allen2007	ɕã35	rest
6866	Luobenzhuo	rest	ɕã₅₅	ɕ ã ₅₅	?	14245	287	休息	Allen2007	ɕã55	rest
6867	Jianchuan	sleep	t͡sʰɛ̃₃₃	t͡sʰ ɛ̃ ₃₃	verb	14255	288	睡	Allen2007	tsʰɛ̃33	sleep
6868	Eryuan	sleep	t͡ʂʰɛ₃₃	t͡ʂʰ ɛ ₃₃	verb	14256	288	睡	Allen2007	tʂʰɛ33	sleep
6869	Heqi	sleep	t͡sʰɛ̃₃₃	t͡sʰ ɛ̃ ₃₃	verb	14257	288	睡	Allen2007	tsʰɛ̃33	sleep
6870	Lanping	sleep	t͡sʰɛ̃₄₄	t͡sʰ ɛ̃ ₄₄	verb	14258	288	睡	Allen2007	tsʰɛ̃44	sleep
6871	Qiliqiao	sleep	t͡sʰɛ₃₃	t͡sʰ ɛ ₃₃	verb	14259	288	睡	Allen2007	tsʰɛ33	sleep
6872	Yunlong	sleep	t͡sʰɛ₃₃	t͡sʰ ɛ ₃₃	verb	14260	288	睡	Allen2007	tsʰɛ33	sleep
6873	Xiangyun	sleep	t͡sʰɛ̃₃₃	t͡sʰ ɛ̃ ₃₃	verb	14261	288	睡	Allen2007	tsʰɛ̃33	sleep
6874	Luobenzhuo	sleep	ɴ̣₃₃ti₃₁	ɴ̣ ₃₃ t i ₃₁	verb	14262	288	睡	Allen2007	ɴ̣33ti31	sleep
6875	Jianchuan	wake up	ɕɛ̃₅₅ɕɛ̃₅₅	ɕ ɛ̃ ₅₅ ɕ ɛ̃ ₅₅	?	14272	289	醒	Allen2007	ɕɛ̃55ɕɛ̃55	wake up
6876	Eryuan	wake up	ɕɛ₅₅ɕɛ₅₅	ɕ ɛ ₅₅ ɕ ɛ ₅₅	?	14273	289	醒	Allen2007	ɕɛ55ɕɛ55	wake up
6877	Heqi	wake up	ɕʰɛ̃₅₅ɕʰɛ₅₅	ɕʰ ɛ̃ ₅₅ ɕʰ ɛ ₅₅	?	14274	289	醒	Allen2007	ɕʰɛ̃55ɕʰɛ55	wake up
6878	Lanping	wake up	ɕĩɛ̃₅₅ɕĩɛ̃₅₅	ɕ ĩɛ̃ ₅₅ ɕ ĩɛ̃ ₅₅	?	14275	289	醒	Allen2007	ɕĩɛ̃55ɕĩɛ̃55	wake up
6879	Qiliqiao	wake up	ɕi₅₅ɕɛ₅₅	ɕ i ₅₅ ɕ ɛ ₅₅	?	14276	289	醒	Allen2007	ɕi55ɕɛ55	wake up
6880	Yunlong	wake up	t͡sʰu₃₁	t͡sʰ u ₃₁	?	14277	289	醒	Allen2007	tsʰu31	wake up
6881	Xiangyun	wake up	t͡ɕʰĩ₅₅t͡ɕɛ₂₁	t͡ɕʰ ĩ ₅₅ t͡ɕ ɛ ₂₁	?	14278	289	醒	Allen2007	tɕʰĩ55tɕɛ21	wake up
6882	Luobenzhuo	wake up	t͡ɕi₅₅t͡ɕʰo₃₁	t͡ɕ i ₅₅ t͡ɕʰ o ₃₁	?	14279	289	醒	Allen2007	tɕi55tɕʰo31	wake up
6883	Jianchuan	do(work)	t͡su₅₅	t͡s u ₅₅	?	14289	290	做（活）	Allen2007	tsu55	do(work)
6884	Eryuan	do(work)	t͡sɯ₅₅	t͡s ɯ ₅₅	?	14290	290	做（活）	Allen2007	tsɯ55	do(work)
6885	Heqi	do(work)	t͡sɿ₅₅	t͡s ɿ ₅₅	?	14291	290	做（活）	Allen2007	tsɿ55	do(work)
6886	Lanping	do(work)	t͡su₅₅	t͡s u ₅₅	?	14292	290	做（活）	Allen2007	tsu55	do(work)
6887	Qiliqiao	do(work)	t͡sɿ₅₅	t͡s ɿ ₅₅	?	14293	290	做（活）	Allen2007	tsɿ55	do(work)
6888	Yunlong	do(work)	t͡sɿ₅₅	t͡s ɿ ₅₅	?	14294	290	做（活）	Allen2007	tsɿ55	do(work)
6889	Xiangyun	do(work)	t͡sɿ₅₅	t͡s ɿ ₅₅	?	14295	290	做（活）	Allen2007	tsɿ55	do(work)
6890	Luobenzhuo	do(work)	t͡sɤ₃₃ɕɔ₃₁	t͡s ɤ ₃₃ ɕ ɔ ₃₁	?	14296	290	做（活）	Allen2007	tsɤ33ɕɔ31	do(work)
6891	Jianchuan	labour	t͡su₅₅t͡sou₄₂sɯ₃₃	t͡s u ₅₅ t͡s ou ₄₂ s ɯ ₃₃	?	14306	291	劳动	Allen2007	tsu55tsou42sɯ33	labour
6892	Eryuan	labour	t͡sɯ₅₅t͡sɔ₄₂ʂɯ₃₃	t͡s ɯ ₅₅ t͡s ɔ ₄₂ ʂ ɯ ₃₃	?	14307	291	劳动	Allen2007	tsɯ55tsɔ42ʂɯ33	labour
6893	Heqi	labour	t͡sɿ₅₅t͡sɔu₄₂sʰɯ₃₃	t͡s ɿ ₅₅ t͡s ɔu ₄₂ sʰ ɯ ₃₃	?	14308	291	劳动	Allen2007	tsɿ55tsɔu42sʰɯ33	labour
6894	Lanping	labour	t͡su₅₅t͡su₃₁sɯ₄₄	t͡s u ₅₅ t͡s u ₃₁ s ɯ ₄₄	?	14309	291	劳动	Allen2007	tsu55tsu31sɯ44	labour
6895	Qiliqiao	labour	t͡sɿ₅₅t͡sɔ₃₂sɯ₃₃	t͡s ɿ ₅₅ t͡s ɔ ₃₂ s ɯ ₃₃	?	14310	291	劳动	Allen2007	tsɿ55tsɔ32sɯ33	labour
